onset	duration	rms
0.0	0.1	0.0
0.1	0.1	0.0
0.2	0.1	0.0
0.30000000000000004	0.1	0.0
0.4	0.1	0.0
0.5	0.1	0.0
0.6000000000000001	0.1	0.0
0.7000000000000001	0.1	0.0
0.8	0.1	0.0
0.9	0.1	0.0
1.0	0.1	0.0
1.1	0.1	0.0
1.2000000000000002	0.1	0.0
1.3	0.1	0.0
1.4000000000000001	0.1	0.0
1.5	0.1	0.0
1.6	0.1	0.0
1.7000000000000002	0.1	0.0
1.8	0.1	0.0
1.9000000000000001	0.1	0.0
2.0	0.1	0.0
2.1	0.1	0.0
2.2	0.1	0.0
2.3000000000000003	0.1	0.0
2.4000000000000004	0.1	0.0
2.5	0.1	0.0
2.6	0.1	0.0
2.7	0.1	0.0
2.8000000000000003	0.1	0.0
2.9000000000000004	0.1	0.0
3.0	0.1	0.0
3.1	0.1	0.0
3.2	0.1	0.0
3.3000000000000003	0.1	0.0
3.4000000000000004	0.1	0.0
3.5	0.1	0.0
3.6	0.1	0.0
3.7	0.1	0.0
3.8000000000000003	0.1	0.0
3.9000000000000004	0.1	0.0
4.0	0.1	0.0
4.1000000000000005	0.1	0.0
4.2	0.1	0.0
4.3	0.1	0.0
4.4	0.1	0.0
4.5	0.1	0.0
4.6000000000000005	0.1	0.0
4.7	0.1	0.0
4.800000000000001	0.1	0.0
4.9	0.1	0.0
5.0	0.1	0.0
5.1000000000000005	0.1	0.0
5.2	0.1	0.0
5.300000000000001	0.1	0.0
5.4	0.1	0.0
5.5	0.1	0.0
5.6000000000000005	0.1	0.0
5.7	0.1	0.0
5.800000000000001	0.1	0.0
5.9	0.1	0.0
6.0	0.1	0.0
6.1000000000000005	0.1	0.0
6.2	0.1	0.0
6.300000000000001	0.1	0.0
6.4	0.1	0.0
6.5	0.1	0.0
6.6000000000000005	0.1	0.0
6.7	0.1	0.0
6.800000000000001	0.1	0.0
6.9	0.1	0.0
7.0	0.1	0.0
7.1000000000000005	0.1	0.0
7.2	0.1	0.0
7.300000000000001	0.1	0.0
7.4	0.1	0.0
7.5	0.1	0.0
7.6000000000000005	0.1	0.0
7.7	0.1	0.0
7.800000000000001	0.1	0.0
7.9	0.1	0.0
8.0	0.1	0.0
8.1	0.1	0.0
8.200000000000001	0.1	0.0
8.3	0.1	0.0
8.4	0.1	0.0
8.5	0.1	0.0
8.6	0.1	0.0
8.700000000000001	0.1	0.0
8.8	0.1	0.0
8.9	0.1	0.0
9.0	0.1	0.0
9.1	0.1	0.0
9.200000000000001	0.1	0.0
9.3	0.1	0.0
9.4	0.1	0.0
9.5	0.1	0.0
9.600000000000001	0.1	0.0
9.700000000000001	0.1	0.0
9.8	0.1	0.0
9.9	0.1	0.0
10.0	0.1	0.0
10.100000000000001	0.1	0.0
10.200000000000001	0.1	0.0
10.3	0.1	0.0
10.4	0.1	0.0
10.5	0.1	0.0
10.600000000000001	0.1	0.0
10.700000000000001	0.1	0.0
10.8	0.1	0.0
10.9	0.1	0.0
11.0	0.1	0.0
11.100000000000001	0.1	0.0
11.200000000000001	0.1	0.0
11.3	0.1	0.0
11.4	0.1	0.0
11.5	0.1	0.0
11.600000000000001	0.1	0.0
11.700000000000001	0.1	0.0
11.8	0.1	0.0
11.9	0.1	0.0
12.0	0.1	0.0
12.100000000000001	0.1	0.0
12.200000000000001	0.1	0.0
12.3	0.1	0.0
12.4	0.1	0.0
12.5	0.1	0.0
12.600000000000001	0.1	0.0
12.700000000000001	0.1	0.0
12.8	0.1	0.0
12.9	0.1	0.0
13.0	0.1	0.0
13.100000000000001	0.1	0.0
13.200000000000001	0.1	0.0
13.3	0.1	0.0
13.4	0.1	0.0
13.5	0.1	0.0
13.600000000000001	0.1	0.0
13.700000000000001	0.1	0.0
13.8	0.1	0.0
13.9	0.1	0.0
14.0	0.1	0.0
14.100000000000001	0.1	0.0
14.200000000000001	0.1	0.0
14.3	0.1	0.0
14.4	0.1	0.0
14.5	0.1	0.0
14.600000000000001	0.1	0.0
14.700000000000001	0.1	0.0
14.8	0.1	0.0
14.9	0.1	0.0
15.0	0.1	0.0
15.100000000000001	0.1	0.0
15.200000000000001	0.1	0.0
15.3	0.1	0.0
15.4	0.1	0.0
15.5	0.1	0.0
15.600000000000001	0.1	0.0
15.700000000000001	0.1	0.0
15.8	0.1	0.0
15.9	0.1	0.0
16.0	0.1	0.0
16.1	0.1	0.0
16.2	0.1	0.0
16.3	0.1	0.0
16.400000000000002	0.1	0.0
16.5	0.1	0.0
16.6	0.1	0.0
16.7	0.1	0.0
16.8	0.1	0.0
16.900000000000002	0.1	0.0
17.0	0.1	0.0
17.1	0.1	0.0
17.2	0.1	0.0
17.3	0.1	0.0
17.400000000000002	0.1	0.0
17.5	0.1	0.0
17.6	0.1	0.0
17.7	0.1	0.0
17.8	0.1	0.0
17.900000000000002	0.1	0.0
18.0	0.1	0.0
18.1	0.1	0.0
18.2	0.1	0.0
18.3	0.1	0.0
18.400000000000002	0.1	0.0
18.5	0.1	0.0
18.6	0.1	0.0
18.7	0.1	0.0
18.8	0.1	0.0
18.900000000000002	0.1	0.0
19.0	0.1	0.0
19.1	0.1	0.0
19.200000000000003	0.1	0.0
19.3	0.1	0.0
19.400000000000002	0.1	0.0
19.5	0.1	0.0
19.6	0.1	0.0
19.700000000000003	0.1	0.0
19.8	0.1	0.0
19.900000000000002	0.1	0.0
20.0	0.1	0.011498257
20.1	0.1	0.039410662
20.200000000000003	0.1	0.045271844
20.3	0.1	0.04487163
20.400000000000002	0.1	0.05036644
20.5	0.1	0.04376165
20.6	0.1	0.04016899
20.700000000000003	0.1	0.044119053
20.8	0.1	0.04946317
20.900000000000002	0.1	0.049934544
21.0	0.1	0.05657342
21.1	0.1	0.060624864
21.200000000000003	0.1	0.05305218
21.3	0.1	0.06148191
21.400000000000002	0.1	0.09768981
21.5	0.1	0.09562115
21.6	0.1	0.08521877
21.700000000000003	0.1	0.11253715
21.8	0.1	0.09808881
21.900000000000002	0.1	0.08523024
22.0	0.1	0.07676617
22.1	0.1	0.07223436
22.200000000000003	0.1	0.076510325
22.3	0.1	0.087458216
22.400000000000002	0.1	0.07903018
22.5	0.1	0.081901066
22.6	0.1	0.078581415
22.700000000000003	0.1	0.0694558
22.8	0.1	0.075868264
22.900000000000002	0.1	0.0732506
23.0	0.1	0.076733515
23.1	0.1	0.07083887
23.200000000000003	0.1	0.07323107
23.3	0.1	0.08305248
23.400000000000002	0.1	0.070456676
23.5	0.1	0.0647666
23.6	0.1	0.06734984
23.700000000000003	0.1	0.06681213
23.8	0.1	0.06789742
23.900000000000002	0.1	0.06898757
24.0	0.1	0.070000544
24.1	0.1	0.075536184
24.200000000000003	0.1	0.08017443
24.3	0.1	0.08212496
24.400000000000002	0.1	0.077249415
24.5	0.1	0.07659951
24.6	0.1	0.074377336
24.700000000000003	0.1	0.08246798
24.8	0.1	0.07884237
24.900000000000002	0.1	0.07684705
25.0	0.1	0.06984341
25.1	0.1	0.06983778
25.200000000000003	0.1	0.06475084
25.3	0.1	0.066445135
25.400000000000002	0.1	0.06950192
25.5	0.1	0.07302432
25.6	0.1	0.06859601
25.700000000000003	0.1	0.065220475
25.8	0.1	0.059933946
25.900000000000002	0.1	0.07451282
26.0	0.1	0.06976367
26.1	0.1	0.083846726
26.200000000000003	0.1	0.076315716
26.3	0.1	0.06848645
26.400000000000002	0.1	0.062984005
26.5	0.1	0.059503283
26.6	0.1	0.05106432
26.700000000000003	0.1	0.039714467
26.8	0.1	0.03950828
26.900000000000002	0.1	0.035299674
27.0	0.1	0.030816494
27.1	0.1	0.026263874
27.200000000000003	0.1	0.020652495
27.3	0.1	0.01877727
27.400000000000002	0.1	0.016102662
27.5	0.1	0.014255886
27.6	0.1	0.0099807205
27.700000000000003	0.1	0.00846301
27.8	0.1	0.0076812613
27.900000000000002	0.1	0.006317565
28.0	0.1	0.006258619
28.1	0.1	0.0050531146
28.200000000000003	0.1	0.0045007267
28.3	0.1	0.0046022567
28.400000000000002	0.1	0.0038932704
28.5	0.1	0.0027809225
28.6	0.1	0.0025393362
28.700000000000003	0.1	0.0033662624
28.8	0.1	0.003060725
28.900000000000002	0.1	0.0026820994
29.0	0.1	0.0036076978
29.1	0.1	0.0022342026
29.200000000000003	0.1	0.001890484
29.3	0.1	0.0014565091
29.400000000000002	0.1	0.0016961251
29.5	0.1	0.0022612272
29.6	0.1	0.0028128012
29.700000000000003	0.1	0.0023757068
29.8	0.1	0.0010295307
29.900000000000002	0.1	0.0007249368
30.0	0.1	0.0008054767
30.1	0.1	0.00096127926
30.200000000000003	0.1	0.0013115471
30.3	0.1	0.001580561
30.400000000000002	0.1	0.0012054353
30.5	0.1	0.0012091023
30.6	0.1	0.00071493565
30.700000000000003	0.1	0.000984597
30.8	0.1	0.0012644844
30.900000000000002	0.1	0.001102216
31.0	0.1	0.00070614787
31.1	0.1	0.0006031932
31.200000000000003	0.1	0.0009287808
31.3	0.1	0.00124935
31.400000000000002	0.1	0.00086950965
31.5	0.1	0.00048617445
31.6	0.1	0.00052284036
31.700000000000003	0.1	0.00053735863
31.8	0.1	0.00052476703
31.900000000000002	0.1	0.0006080883
32.0	0.1	0.0006638342
32.1	0.1	0.0007736497
32.2	0.1	0.0009293258
32.300000000000004	0.1	0.0008215457
32.4	0.1	0.0010906104
32.5	0.1	0.0010142137
32.6	0.1	0.0007753026
32.7	0.1	0.00065435027
32.800000000000004	0.1	0.00071039394
32.9	0.1	0.0006610034
33.0	0.1	0.0006080875
33.1	0.1	0.00036784998
33.2	0.1	0.00032934928
33.300000000000004	0.1	0.00036196786
33.4	0.1	0.00042122736
33.5	0.1	0.00042903965
33.6	0.1	0.0003158741
33.7	0.1	0.00031388894
33.800000000000004	0.1	0.00042690735
33.9	0.1	0.00044806127
34.0	0.1	0.0004411449
34.1	0.1	0.00032652364
34.2	0.1	0.00030343753
34.300000000000004	0.1	0.00033574319
34.4	0.1	0.00030852854
34.5	0.1	0.00039571052
34.6	0.1	0.00028430208
34.7	0.1	0.00027420575
34.800000000000004	0.1	0.00027959948
34.9	0.1	0.0002972941
35.0	0.1	0.00039902094
35.1	0.1	0.00028632692
35.2	0.1	0.00025606467
35.300000000000004	0.1	0.00024020567
35.4	0.1	0.00048002834
35.5	0.1	0.0016817868
35.6	0.1	0.00041910488
35.7	0.1	0.00027727798
35.800000000000004	0.1	0.00027640513
35.9	0.1	0.00034637706
36.0	0.1	0.0008961305
36.1	0.1	0.00049244054
36.2	0.1	0.0003341483
36.300000000000004	0.1	0.0002962114
36.4	0.1	0.0011176729
36.5	0.1	0.0017782053
36.6	0.1	0.00062063086
36.7	0.1	0.00024272155
36.800000000000004	0.1	0.0001878984
36.9	0.1	0.0002926616
37.0	0.1	0.00052386825
37.1	0.1	0.0004589914
37.2	0.1	0.00033739491
37.300000000000004	0.1	0.00016368921
37.4	0.1	0.00019570011
37.5	0.1	0.0041791196
37.6	0.1	0.001027301
37.7	0.1	0.00034226704
37.800000000000004	0.1	0.0002451156
37.9	0.1	0.002823133
38.0	0.1	0.0029517203
38.1	0.1	0.00041520427
38.2	0.1	0.00026621376
38.300000000000004	0.1	0.00021124307
38.400000000000006	0.1	0.0028809297
38.5	0.1	0.0011213543
38.6	0.1	0.00022414647
38.7	0.1	0.00022843956
38.800000000000004	0.1	0.00024137649
38.900000000000006	0.1	0.00023462277
39.0	0.1	0.0002538894
39.1	0.1	0.00024918807
39.2	0.1	0.00022037468
39.300000000000004	0.1	0.00019225206
39.400000000000006	0.1	0.00021290382
39.5	0.1	0.00021183556
39.6	0.1	0.00023936447
39.7	0.1	0.00023444947
39.800000000000004	0.1	0.00019147104
39.900000000000006	0.1	0.00020199444
40.0	0.1	0.00022365754
40.1	0.1	0.0002675729
40.2	0.1	0.00021771959
40.300000000000004	0.1	0.00023012784
40.400000000000006	0.1	0.0005957096
40.5	0.1	0.00027174273
40.6	0.1	0.00019747119
40.7	0.1	0.00020547639
40.800000000000004	0.1	0.00025268787
40.900000000000006	0.1	0.00026885132
41.0	0.1	0.00021072595
41.1	0.1	0.00020924788
41.2	0.1	0.00019787591
41.300000000000004	0.1	0.00020028077
41.400000000000006	0.1	0.00026429273
41.5	0.1	0.00021974558
41.6	0.1	0.00019824755
41.7	0.1	0.00023505162
41.800000000000004	0.1	0.00023181221
41.900000000000006	0.1	0.00044551925
42.0	0.1	0.00023112448
42.1	0.1	0.00023990213
42.2	0.1	0.0002473345
42.300000000000004	0.1	0.00026753324
42.400000000000006	0.1	0.00034223436
42.5	0.1	0.0002918979
42.6	0.1	0.0002640633
42.7	0.1	0.0002499226
