utimesec    517.664217
stimesec    3.313287
ru_maxrss   287004
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   697025
ru_majflt   764
ru_nswap    0
ru_inblock  75250
ru_oublock  14224
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    120462
ru_nivcsw   2389
